id,price,qty,base_qty,time,is_buyer_maker
313571255,223.88,1.1832486163061522,264.90570021862135,1757550000000,False
313571256,224.11,0.790679202718916,177.1991161213363,1757550001000,True
313571257,224.17,0.22831850862761044,51.18216007905143,1757550002000,True
313571258,224.16,0.21918216448183556,49.13187399024826,1757550003000,True
313571259,224.27,0.8905616888010619,199.72626994741415,1757550004000,False
313571260,224.74,0.027520344860972573,6.184922304054976,1757550005000,True
313571261,224.98,0.4150827413559977,93.38531515027236,1757550006000,True
313571262,225.42,0.630339394390284,142.0911062834578,1757550007000,False
313571263,225.44,0.7997349404119131,180.29224496646168,1757550008000,True
313571264,225.14,0.013048649180966777,2.93777287660286,1757550009000,True
313571265,224.75,1.2235974001914935,275.0035156930382,1757550010000,True
313571266,224.69,1.3735752087922568,308.6286136635322,1757550011000,True
313571267,224.29,0.35476153623700746,79.5694649625984,1757550012000,True
313571268,223.91,0.07027824955178673,15.736002857140566,1757550013000,False
313571269,223.96,0.26760390659460237,59.93257092092715,1757550014000,True
313571270,223.5,0.24666643988192272,55.12994931360973,1757550015000,True
313571271,223.58,0.7460188888572794,166.79490317071054,1757550016000,True
313571272,223.69,0.05235887512333139,11.712156776337999,1757550017000,True
313571273,223.48,1.1561281024246761,258.37150832986663,1757550018000,True
313571274,223.51,0.06712208731281052,15.00245773528628,1757550019000,True
313571275,223.75,1.0356890889905843,231.73543366164324,1757550020000,True
313571276,223.39,0.5141891105763844,114.8647054116585,1757550021000,True
313571277,223.83,0.9407920141317426,210.57747652310798,1757550022000,False
313571278,224.16,1.0906482230531016,244.47970567958325,1757550023000,True
313571279,224.46,0.11175539919939366,25.084616904295903,1757550024000,False
313571280,223.92,0.2732313282668637,61.181959025516115,1757550025000,True
313571281,224.29,1.3707209844807575,307.4390096091891,1757550026000,True
313571282,223.8,1.074510098314264,240.4753600027323,1757550027000,True
313571283,223.95,1.382044921871679,309.5089602531625,1757550028000,True
313571284,223.75,0.7366841484094522,164.8330782066149,1757550029000,True
313571285,223.41,0.9618726095589435,214.89195970156356,1757550030000,False
313571286,222.96,0.5862392132579947,130.7078949880025,1757550031000,True
313571287,222.82,0.6061353397162169,135.05907639556744,1757550032000,True
313571288,222.43,0.5221776450658103,116.14797359198819,1757550033000,False
313571289,221.69,0.29716576812933715,65.87867913659275,1757550034000,False
313571290,221.84,0.9085343478274026,201.549259722031,1757550035000,True
313571291,221.54,1.33882008523006,296.6022016818675,1757550036000,True
313571292,221.74,1.3849695679626162,307.10315200003055,1757550037000,False
313571293,221.61,0.9439630417738097,209.191649687494,1757550038000,True
313571294,221.31,1.2486677733051819,276.3426649101698,1757550039000,True
313571295,221.6,0.5674908815471417,125.75597935084659,1757550040000,False
313571296,221.47,0.5790184155553572,128.23520849304495,1757550041000,False
313571297,221.89,0.46124491987524124,102.34563527111727,1757550042000,True
313571298,222.29,0.9527445266686574,211.78558083317586,1757550043000,True
313571299,222.48,0.7504890556562519,166.9688051024029,1757550044000,True
313571300,223.07,1.438421804707267,320.86875197605,1757550045000,True
313571301,222.95,0.8024254415572101,178.90075219518,1757550046000,True
313571302,222.99,0.03281100073540672,7.316525053988345,1757550047000,False
313571303,222.39,1.3920996601547835,309.5890434218223,1757550048000,True
313571304,222.4,0.7467003611413379,166.06616031783355,1757550049000,True
