id,price,qty,base_qty,time,is_buyer_maker
313571255,223.94,0.0521187493210979,11.671472722966662,1757550000000,True
313571256,223.13,1.1848548968696353,264.3766731385217,1757550001000,False
313571257,223.79,1.7745636939919724,397.1296090784635,1757550002000,True
313571258,224.05,0.991878110855779,222.2302907372373,1757550003000,False
313571259,223.35,1.4568028456774944,325.37691558206836,1757550004000,False
313571260,223.88,0.1432679760642993,32.07483448127533,1757550005000,True
313571261,223.85,1.448020343624032,324.13935392023956,1757550006000,True
313571262,223.52,0.6741149844405736,150.67818132215703,1757550007000,True
313571263,222.91,0.7580157350740777,168.96928750536267,1757550008000,True
313571264,222.89,0.797638310374254,177.78560299931746,1757550009000,True
313571265,223.04,0.05327833150517476,11.883199058914178,1757550010000,False
313571266,223.07,1.484255625159246,331.092902304273,1757550011000,False
313571267,222.9,1.001492765118214,223.23273734484988,1757550012000,True
313571268,223.32,0.12200464632021867,27.246077616231233,1757550013000,True
313571269,222.94,0.46664669701033223,104.03421463148347,1757550014000,True
313571270,222.69,0.20391185330483297,45.409130612453254,1757550015000,False
313571271,223.28,0.9361821585045145,209.03075235088798,1757550016000,True
313571272,222.5,0.961960527566752,214.03621738360232,1757550017000,False
313571273,222.76,1.2459230790201448,277.54182508252745,1757550018000,False
313571274,222.28,1.3409070392981952,298.0568166952028,1757550019000,True
313571275,222.61,1.1464026578450497,255.20069566288652,1757550020000,True
313571276,222.59,0.7282934623340774,162.1108417809423,1757550021000,False
313571277,222.74,0.4498239674086597,100.19379050060486,1757550022000,False
313571278,222.17,0.20307062703555648,45.11620120848958,1757550023000,True
313571279,221.8,0.09839201016351933,21.823347854268587,1757550024000,True
313571280,222.02,0.6596804209169502,146.4622470519813,1757550025000,True
313571281,221.29,0.925854142779268,204.88226325562422,1757550026000,True
313571282,221.43,0.08390050569561322,18.578088976179636,1757550027000,False
313571283,220.91,1.3155444242895886,290.616918769813,1757550028000,False
313571284,220.36,0.6861715663828051,151.20476636811495,1757550029000,False
313571285,220.45,0.6197563634606534,136.62529032490104,1757550030000,False
313571286,221.11,0.6388573351105947,141.2577453663036,1757550031000,True
313571287,220.91,0.5260362527580503,116.2066685967809,1757550032000,True
313571288,221.19,0.08048185852674708,17.801782287531186,1757550033000,False
313571289,221.07,1.8511223098484595,409.2276090381989,1757550034000,False
313571290,220.79,0.7336980681969332,161.99319647720088,1757550035000,True
313571291,219.96,1.4464017200773045,318.15052234820394,1757550036000,True
313571292,220.3,0.9949787947335968,219.1938284798114,1757550037000,True
313571293,220.03,1.825288885597846,401.61831349809404,1757550038000,False
313571294,219.21,0.842421746847018,184.6672711263348,1757550039000,True
313571295,220.3,1.9142619470298514,421.71190693067626,1757550040000,True
313571296,220.38,1.708250814794263,376.46431456435965,1757550041000,True
313571297,221.52,1.8546142781577075,410.8341548974954,1757550042000,False
313571298,221.53,0.20595608251198153,45.62545095887927,1757550043000,True
313571299,220.8,0.13250240855510753,29.256531808967743,1757550044000,True
313571300,221.24,0.3080600619148752,68.155208098047,1757550045000,True
313571301,222.25,0.6293415476636319,139.87115896824218,1757550046000,True
313571302,221.51,1.676032727401087,371.2580094466148,1757550047000,True
313571303,221.01,0.6701965698175107,148.12014389536805,1757550048000,False
313571304,221.84,1.9275682496285302,427.61174049759313,1757550049000,False
313571305,221.75,1.20963300990786,268.23611994706795,1757550050000,False
313571306,221.49,1.4645179937313832,324.3760904315641,1757550051000,False
313571307,220.96,0.5641524933202406,124.65513492404038,1757550052000,False
313571308,221.69,1.107436853862762,245.50767613283568,1757550053000,False
313571309,221.85,0.38988216309442486,86.49535788249815,1757550054000,True
313571310,221.79,1.837147482490242,407.4609401415108,1757550055000,True
313571311,221.69,1.2406560076780813,275.0410303421538,1757550056000,True
313571312,221.93,1.4741658731906866,327.16163223720906,1757550057000,True
313571313,222.02,0.8364950008057151,185.7186200788849,1757550058000,False
313571314,222.14,0.28287116264995577,62.83700007106117,1757550059000,False
313571315,221.54,1.5107791659291412,334.69801641994195,1757550060000,False
313571316,221.17,1.0864261603655356,240.2848738880455,1757550061000,True
313571317,221.15,1.3049329647756562,288.58592516013636,1757550062000,True
313571318,220.91,1.7680092875061775,390.57093170298964,1757550063000,False
313571319,220.86,1.2946413534282826,285.9344893181705,1757550064000,True
313571320,220.92,0.19245773993041673,42.517763905427664,1757550065000,False
313571321,220.83,0.828454448898783,182.94759595031826,1757550066000,False
313571322,220.45,1.9382257691787919,427.28187081546463,1757550067000,True
313571323,220.16,1.5570215097650595,342.7938555898755,1757550068000,True
313571324,218.66,1.7540243591188347,383.5349663649244,1757550069000,True
313571325,218.35,1.1336255740117793,247.527144085472,1757550070000,True
313571326,219.69,1.1707894981456712,257.2107448476225,1757550071000,False
